# Онтология аттракторов человеческого организма с количественными оценками
1.	Точечные аттракторы (всего: 4000-5000)
1.1.3.2.1.4.2.	Поли-А хвосты
1.1.3.2.1.4.3.	3'-процессинговые сайты
1.1.3.2.2.	Регуляторные структуры (35-40)
1.1.3.2.2.1.	Рибопереключатели (10-12)
1.1.3.2.2.1.1.	Метаболит-связывающие домены
1.1.3.2.2.1.2.	Термосенсорные элементы
1.1.3.2.2.1.3.	Ион-чувствительные структуры
1.1.3.2.2.2.	Сайленсеры/энхансеры (9-10)
1.1.3.2.2.2.1.	Сплайсинг-регулирующие элементы
1.1.3.2.2.2.2.	Стабильность-контролирующие мотивы
1.1.3.2.2.2.3.	Трансляционные регуляторы
1.1.3.2.2.3.	микроРНК-мишени (8-9)
1.1.3.2.2.3.1.	Seed-последовательности
1.1.3.2.2.3.2.	Компенсаторные сайты
1.1.3.2.2.3.3.	Множественные сайты связывания
1.1.3.2.2.4.	Локализационные сигналы (8-9)
1.1.3.2.2.4.1.	Ядерные сигналы
1.1.3.2.2.4.2.	Цитоплазматические якоря
1.1.3.2.2.4.3.	Органельные targeting-элементы
1.1.3.2.3.	Процессинговые интермедиаты (30-40)
1.1.3.2.3.1.	Сплайсинговые интермедиаты (8-10)
1.1.3.2.3.1.1.	Лассо-структуры
1.1.3.2.3.1.2.	Экзон-интронные переходы
1.1.3.2.3.1.3.	Сплайсосомные комплексы
1.1.3.2.3.2.	Созревающие концы (8-10)
1.1.3.2.3.2.1.	Кэп-предшественники
1.1.3.2.3.2.2.	Полиаденилируемые промежутки
1.1.3.2.3.2.3.	Процессируемые 3'-концы
1.1.3.2.3.3.	Модифицируемые участки (7-10)
1.1.3.2.3.3.1.	Сайты редактирования
1.1.3.2.3.3.2.	Метилируемые основания
1.1.3.2.3.3.3.	Псевдоуридинилируемые позиции
1.1.3.2.3.4.	Деградационные формы (7-10)
1.1.3.2.3.4.1.	Экзосомные субстраты
1.1.3.2.3.4.2.	РНКазные промежутки
1.1.3.2.3.4.3.	Декаппированные формы
1.1.4.	Мембранные конформационные аттракторы (150-200)
1.1.4.1.	Липидные рафты (80-100)
1.1.4.1.1.	Стабильные микродомены (30-35)
1.1.4.1.1.1.	Холестерол-обогащенные домены (12-14)
1.1.4.1.1.2.	Сфинголипидные платформы (10-12)
1.1.4.1.1.3.	Гликолипидные кластеры (8-9)
1.1.4.1.2.	Динамические кластеры (25-35)
1.1.4.1.2.1.	Фосфолипидные ассоциаты (10-12)
1.1.4.1.2.2.	Белок-липидные комплексы (8-12)
1.1.4.1.2.3.	Временные сигнальные платформы (7-11)
1.1.4.1.3.	Сигнальные платформы (25-30)
1.1.4.1.3.1.	Рецепторные комплексы (10-12)
1.1.4.1.3.2.	Адаптерные кластеры (8-10)
1.1.4.1.3.3.	Эффекторные платформы (7-8)
1.1.4.2.	Конформации каналов (70-100)
1.1.4.2.1.	Открытые состояния (25-35)
1.1.4.2.1.1.	Ионные каналы в активном состоянии (10-12)
1.1.4.2.1.2.	Транспортеры в конформации доступа (8-12)
1.1.4.2.1.3.	Поры в проводящем состоянии (7-11)
1.1.4.2.2.	Закрытые состояния (25-35)
1.1.4.2.2.1.	Каналы в состоянии покоя (10-12)
1.1.4.2.2.2.	Блокированные конформации (8-12)
1.1.4.2.2.3.	Неактивные транспортеры (7-11)
1.1.4.2.3.	Инактивированные состояния (20-30)
1.1.4.2.3.1.	Долговременная инактивация (8-10)
1.1.4.2.3.2.	Кальций-зависимая инактивация (7-10)
1.1.4.2.3.3.	Потенциал-зависимая инактивация (5-10)
1.2.	Клеточный уровень (1200-1500)
1.2.1.	Мембранные аттракторы (500-600)
1.2.1.1.	Транспортные аттракторы (200-250)
1.2.1.1.1.	Ионные каналы (100-120)
1.2.1.1.1.1.	Потенциал-зависимые состояния (35-40)
1.2.1.1.1.1.1.	Натриевые каналы (12-14)
1.2.1.1.1.1.1.1.	Быстрые натриевые каналы (4-5)
1.2.1.1.1.1.1.2.	Медленные натриевые каналы (4-5)
1.2.1.1.1.1.1.3.	Персистентные натриевые каналы (4-4)
1.2.1.1.1.1.2.	Калиевые каналы (12-14)
1.2.1.1.1.1.2.1.	Задержанные выпрямители (4-5)
1.2.1.1.1.1.2.2.	А-тип калиевых каналов (4-5)
1.2.1.1.1.1.2.3.	М-тип калиевых каналов (4-4)
1.2.1.1.1.1.3.	Кальциевые каналы (11-12)
1.2.1.1.1.1.3.1.	L-тип кальциевых каналов (4-4)
1.2.1.1.1.1.3.2.	N/P/Q-тип кальциевых каналов (4-4)
1.2.1.1.1.1.3.3.	T-тип кальциевых каналов (3-4)
1.2.1.1.1.2.	Лиганд-зависимые состояния (35-40) 
1.2.1.1.1.2.1.	Нейротрансмиттерные каналы (12-14)
1.2.1.1.1.2.1.1.	AMPA/Каинатные рецепторы (4-5)
1.2.1.1.1.2.1.2.	NMDA рецепторы (4-5)
1.2.1.1.1.2.1.3.	GABA рецепторы (4-4)
1.2.1.1.1.2.2.	Пуринергические каналы (12-13)
1.2.1.1.1.2.2.1.	P2X рецепторы (4-5)
1.2.1.1.1.2.2.2.	P2Y рецепторы (4-4)
1.2.1.1.1.2.2.3.	Аденозиновые рецепторы (4-4)
1.2.1.1.1.2.3.	Другие лиганд-зависимые каналы (11-13)
1.2.1.1.1.2.3.1.	Никотиновые холинорецепторы (4-5)
1.2.1.1.1.2.3.2.	Серотониновые 5-HT3 рецепторы (4-4)
1.2.1.1.1.2.3.3.	Глициновые рецепторы (3-4)
1.2.1.1.1.3.	Механо-чувствительные состояния (30-40) 
1.2.1.1.1.3.1.	Растяжимо-активируемые каналы (10-13)
1.2.1.1.1.3.1.1.	Piezo каналы (3-4)
1.2.1.1.1.3.1.2.	TRP механорецепторы (4-5)
1.2.1.1.1.3.1.3.	K2P каналы (3-4)
1.2.1.1.1.3.2.	Осмо-чувствительные каналы (10-13)
1.2.1.1.1.3.2.1.	Аквапорины (3-4)
1.2.1.1.1.3.2.2.	VRAC каналы (4-5)
1.2.1.1.1.3.2.3.	ENaC каналы (3-4)
1.2.1.1.1.3.3.	Вибро-чувствительные каналы (10-14)
1.2.1.1.1.3.3.1.	TMC каналы (3-5)
1.2.1.1.1.3.3.2.	NOMPC каналы (4-5)
1.2.1.1.1.3.3.3.	TRPA каналы (3-4)
1.2.1.1.2.	Переносчики метаболитов (60-80)
1.2.1.1.2.1.	Активные транспортеры (20-30)
1.2.1.1.2.1.1.	АТФ-зависимые насосы (7-10)
1.2.1.1.2.1.1.1.	Na+/K+-АТФаза (2-3)
1.2.1.1.2.1.1.2.	Ca2+-АТФаза (3-4)
1.2.1.1.2.1.1.3.	H+-АТФаза (2-3)
1.2.1.1.2.1.2.	ABC транспортеры (7-10)
1.2.1.1.2.1.2.1.	Экспортеры лекарств (2-3)
1.2.1.1.2.1.2.2.	Липидные транспортеры (3-4)
1.2.1.1.2.1.2.3.	Пептидные транспортеры (2-3)
1.2.1.1.2.1.3.	Ионные помпы (6-10)
1.2.1.1.2.1.3.1.	V-типа АТФазы (2-4)
1.2.1.1.2.1.3.2.	F-типа АТФазы (2-3)
1.2.1.1.2.1.3.3.	P-типа АТФазы (2-3) 
1.2.1.1.2.2.	Облегченная диффузия (20-25) 
1.2.1.1.2.2.1.	Глюкозные транспортеры (7-8)
1.2.1.1.2.2.1.1.	GLUT1-4 (2-3)
1.2.1.1.2.2.1.2.	GLUT5-8 (2-3)
1.2.1.1.2.2.1.3.	GLUT9-12 (3-2)
1.2.1.1.2.2.2.	Аминокислотные транспортеры (7-9)
1.2.1.1.2.2.2.1.	LAT системы (2-3)
1.2.1.1.2.2.2.2.	ASC системы (3-3)
1.2.1.1.2.2.2.3.	y+ системы (2-3)
1.2.1.1.2.2.3.	Нуклеозидные транспортеры (6-8)
1.2.1.1.2.2.3.1.	ENT1/2 (2-3)
1.2.1.1.2.2.3.2.	CNT1/2 (2-3)
1.2.1.1.2.2.3.3.	CNT3 (2-2)
1.2.1.1.2.3.	Котранспортеры (20-25) 
1.2.1.1.2.3.1.	Na+-зависимые котранспортеры (7-8)
1.2.1.1.2.3.1.1.	Na+/глюкозные SGLT (2-3)
1.2.1.1.2.3.1.2.	Na+/аминокислотные (2-3)
1.2.1.1.2.3.1.3.	Na+/бикарбонатные (3-2)
1.2.1.1.2.3.2.	Н+-зависимые котранспортеры (7-9)
1.2.1.1.2.3.2.1.	Н+/пептидные (2-3)
1.2.1.1.2.3.2.2.	Н+/моносахаридные (3-3)
1.2.1.1.2.3.2.3.	Н+/олигопептидные (2-3)
1.2.1.1.2.3.3.	Ион-зависимые котранспортеры (6-8)
1.2.1.1.2.3.3.1.	K+/Cl- котранспортеры (2-3)
1.2.1.1.2.3.3.2.	Na+/K+/2Cl- котранспортеры (2-3)
1.2.1.1.2.3.3.3.	Na+/Ca2+ обменники (2-2)
1.2.1.1.3.	Сигнальные рецепторы (40-50)
1.2.1.1.3.1.	Мономерные рецепторы (15-20)
1.2.1.1.3.1.1.	G-белок связанные рецепторы (5-7)
1.2.1.1.3.1.1.1.	Gs-связанные (2-2)
1.2.1.1.3.1.1.2.	Gi/o-связанные (2-3)
1.2.1.1.3.1.1.3.	Gq-связанные (1-2)
1.2.1.1.3.1.2.	Тирозинкиназные рецепторы (5-7)
1.2.1.1.3.1.2.1.	EGF рецепторы (2-2)
1.2.1.1.3.1.2.2.	PDGF рецепторы (2-3)
1.2.1.1.3.1.2.3.	FGF рецепторы (1-2)
1.2.1.1.3.1.3.	Цитокиновые рецепторы (5-6)
1.2.1.1.3.1.3.1.	Интерфероновые рецепторы (2-2)
1.2.1.1.3.1.3.2.	IL-рецепторы (2-2)
1.2.1.1.3.1.3.3.	TNF-рецепторы (1-2) 
1.2.1.1.3.2.	Олигомерные комплексы (15-20) 
1.2.1.1.3.2.1.	Рецепторные гетеромеры (5-7)
1.2.1.1.3.2.1.1.	GPCR димеры (2-2)
1.2.1.1.3.2.1.2.	RTK димеры (2-3)
1.2.1.1.3.2.1.3.	Цитокиновые гетеромеры (1-2)
1.2.1.1.3.2.2.	Сигнальные комплексы (5-7)
1.2.1.1.3.2.2.1.	JAK/STAT комплексы (2-2)
1.2.1.1.3.2.2.2.	NF-κB комплексы (2-3)
1.2.1.1.3.2.2.3.	MAPK комплексы (1-2)
1.2.1.1.3.2.3.	Адаптерные комплексы (5-6)
1.2.1.1.3.2.3.1.	Grb2/SOS комплексы (2-2)
1.2.1.1.3.2.3.2.	IRS комплексы (2-2)
1.2.1.1.3.2.3.3.	Shc комплексы (1-2)
1.2.1.1.3.3.	Кластеризованные домены (10-10) 
1.2.1.1.3.3.1.	Липидные рафты (3-4)
1.2.1.1.3.3.1.1.	Холестерол-обогащенные (1-2)
1.2.1.1.3.3.1.2.	Сфинголипидные (1-1)
1.2.1.1.3.3.1.3.	Гибридные (1-1)
1.2.1.1.3.3.2.	Сигнальные платформы (4-3)
1.2.1.1.3.3.2.1.	Иммунные синапсы (2-1)
1.2.1.1.3.3.2.2.	Focal-контакты (1-1)
1.2.1.1.3.3.2.3.	Эндоцитозные ямки (1-1)
1.2.1.1.3.3.3.	Тетраспанинные сети (3-3)
1.2.1.1.3.3.3.1.	CD-комплексы (1-1)
1.2.1.1.3.3.3.2.	Интегриновые кластеры (1-1)
1.2.1.1.3.3.3.3.	MHC-кластеры (1-1)
1.2.1.2.	Структурные мембранные аттракторы (180-200)
1.2.1.2.1.	Цитоскелетные якоря (100-120)
1.2.1.2.1.1.	Актиновые контакты (35-40) 
1.2.1.2.1.1.1.	Фокальные адгезии (12-14)
1.2.1.2.1.1.1.1.	Интегрин-зависимые (4-5)
1.2.1.2.1.1.1.2.	Талин-винкулиновые (4-5)
1.2.1.2.1.1.1.3.	FAK-зависимые (4-4)
1.2.1.2.1.1.2.	Кортикальный актин (12-13)
1.2.1.2.1.1.2.1.	ERM-белковые комплексы (4-4)
1.2.1.2.1.1.2.2.	Спектрин-анкириновые (4-5)
1.2.1.2.1.1.2.3.	Актин-миозиновые (4-4)
1.2.1.2.1.1.3.	Стресс-фибриллы (11-13)
1.2.1.2.1.1.3.1.	Вентральные (4-5)
1.2.1.2.1.1.3.2.	Дорсальные (4-4)
1.2.1.2.1.1.3.3.	Поперечные дуговые (3-4)
1.2.1.2.1.2.	Промежуточные филаменты (35-40) 
1.2.1.2.1.2.1.	Кератиновые филаменты (12-14)
1.2.1.2.1.2.1.1.	Цитокератины I типа (4-5)
1.2.1.2.1.2.1.2.	Цитокератины II типа (4-5)
1.2.1.2.1.2.1.3.	Кератин-ассоциированные белки (4-4)
1.2.1.2.1.2.2.	Виментиновые филаменты (12-13)
1.2.1.2.1.2.2.1.	Десмин-содержащие (4-4)
1.2.1.2.1.2.2.2.	GFAP-содержащие (4-5)
1.2.1.2.1.2.2.3.	Периферин-содержащие (4-4)
1.2.1.2.1.2.3.	Ламиновые филаменты (11-13)
1.2.1.2.1.2.3.1.	Ламины А/С (4-5)
1.2.1.2.1.2.3.2.	Ламины В1 (4-4)
1.2.1.2.1.2.3.3.	Ламины В2 (3-4)
1.2.1.2.1.3.	Микротрубочковые связи (30-40) 
1.2.1.2.1.3.1.	Центросомные связи (10-13)
1.2.1.2.1.3.1.1.	γ-тубулиновые кольца (3-4)
1.2.1.2.1.3.1.2.	Перицентриолярный материал (4-5)
1.2.1.2.1.3.1.3.	Центросомные сателлиты (3-4)
1.2.1.2.1.3.2.	Кинетохорные связи (10-13)
1.2.1.2.1.3.2.1.	Внешний кинетохор (3-4)
1.2.1.2.1.3.2.2.	Внутренний кинетохор (4-5)
1.2.1.2.1.3.2.3.	Фибриллярная корона (3-4)
1.2.1.2.1.3.3.	Кортикальные связи (10-14)
1.2.1.2.1.3.3.1.	+TIP комплексы (3-5)
1.2.1.2.1.3.3.2.	Динеин-динактиновые (4-5)
1.2.1.2.1.3.3.3.	APC комплексы (3-4)
1.2.1.2.2.	Межклеточные контакты (80-80)
1.2.1.2.2.1.	Плотные контакты (30-30) 
1.2.1.2.2.1.1.	Трансмембранные белки (12-12)
1.2.1.2.2.1.1.1.	Клаудины (4-4)
1.2.1.2.2.1.1.2.	Окклюдины (4-4)
1.2.1.2.2.1.1.3.	JAM-белки (4-4)
1.2.1.2.2.1.2.	Цитоплазматические адаптеры (10-10)
1.2.1.2.2.1.2.1.	ZO-белки (4-4)
1.2.1.2.2.1.2.2.	Цингулин (3-3)
1.2.1.2.2.1.2.3.	MUPP1 (3-3)
1.2.1.2.2.1.3.	Регуляторные комплексы (8-8)
1.2.1.2.2.1.3.1.	Киназные комплексы (3-3)
1.2.1.2.2.1.3.2.	Фосфатазные комплексы (3-3)
1.2.1.2.2.1.3.3.	GTPазные комплексы (2-2)
1.2.1.2.2.2.	Адгезионные контакты (25-25) 
1.2.1.2.2.2.1.	Трансмембранные кадгерины (10-10)
1.2.1.2.2.2.1.1.	E-кадгерины (4-4)
1.2.1.2.2.2.1.2.	N-кадгерины (3-3)
1.2.1.2.2.2.1.3.	P-кадгерины (3-3)
1.2.1.2.2.2.2.	Цитоплазматические линкеры (8-8)
1.2.1.2.2.2.2.1.	α-катенины (3-3)
1.2.1.2.2.2.2.2.	β-катенины (3-3)
1.2.1.2.2.2.2.3.	p120-катенин (2-2)
1.2.1.2.2.2.3.	Актиновые якоря (7-7)
1.2.1.2.2.2.3.1.	Винкулин (3-3)
1.2.1.2.2.2.3.2.	α-актинин (2-2)
1.2.1.2.2.2.3.3.	VASP (2-2)
1.2.1.2.2.3.	Щелевые контакты (25-25) 
1.2.1.2.2.3.1.	Коннексоновые комплексы (10-10)
1.2.1.2.2.3.1.1.	Cx43-коннексины (4-4)
1.2.1.2.2.3.1.2.	Cx32-коннексины (3-3)
1.2.1.2.2.3.1.3.	Cx26-коннексины (3-3)
1.2.1.2.2.3.2.	Регуляторные белки (8-8)
1.2.1.2.2.3.2.1.	ZO-1 адаптеры (3-3)
1.2.1.2.2.3.2.2.	Киназные комплексы (3-3)
1.2.1.2.2.3.2.3.	Убиквитинлигазы (2-2)
1.2.1.2.2.3.3.	Структурные элементы (7-7)
1.2.1.2.2.3.3.1.	Актиновые якоря (3-3)
